Leg	Site	H	Core	T	Sec	Top (cm)	Depth (mbsf)	Magnetic Suscept.	Corrected Suscept.	.
155	 940	A	  6	H	  2	    99.4	      43.294	           62.000	                  	
155	 940	A	  6	H	  2	   104.4	      43.344	           66.000	                  	
155	 940	A	  6	H	  2	   109.6	      43.396	           60.000	                  	
155	 940	A	  6	H	  2	   114.4	      43.444	           54.000	                  	
155	 940	A	  6	H	  2	   119.6	      43.496	           62.000	                  	
155	 940	A	  6	H	  2	   124.5	      43.545	           60.000	                  	
155	 940	A	  6	H	  2	   129.5	      43.595	           68.000	                  	
155	 940	A	  6	H	  2	   134.5	      43.645	           55.000	                  	
155	 940	A	  6	H	  2	   139.6	      43.696	           68.000	                  	
155	 940	A	  6	H	  2	   144.5	      43.745	           65.000	                  	
155	 940	A	  6	H	  3	     4.4	      43.844	           58.000	                  	
155	 940	A	  6	H	  3	     9.4	      43.894	           61.000	                  	
155	 940	A	  6	H	  3	    14.4	      43.944	           65.000	                  	
155	 940	A	  6	H	  3	    19.4	      43.994	           65.000	                  	
155	 940	A	  6	H	  3	    24.4	      44.044	           62.000	                  	
155	 940	A	  6	H	  3	    29.4	      44.094	           64.000	                  	
155	 940	A	  6	H	  3	    34.5	      44.145	           83.000	                  	
155	 940	A	  6	H	  3	    39.4	      44.194	           68.000	                  	
155	 940	A	  6	H	  3	    44.4	      44.244	           67.000	                  	
155	 940	A	  6	H	  3	    49.4	      44.294	           60.000	                  	
155	 940	A	  6	H	  3	    54.4	      44.344	           62.000	                  	
155	 940	A	  6	H	  3	    59.6	      44.396	           65.000	                  	
155	 940	A	  6	H	  3	    64.4	      44.444	           59.000	                  	
155	 940	A	  6	H	  3	    69.5	      44.495	           61.000	                  	
155	 940	A	  6	H	  3	    74.4	      44.544	           63.000	                  	
155	 940	A	  6	H	  3	    79.4	      44.594	           66.000	                  	
155	 940	A	  6	H	  3	    84.4	      44.644	           65.000	                  	
155	 940	A	  6	H	  3	    89.4	      44.694	           77.000	                  	
155	 940	A	  6	H	  3	    94.5	      44.745	           65.000	                  	
155	 940	A	  6	H	  3	    99.4	      44.794	           55.000	                  	
155	 940	A	  6	H	  3	   104.5	      44.845	           58.000	                  	
155	 940	A	  6	H	  3	   109.4	      44.894	           50.000	                  	
155	 940	A	  6	H	  3	   114.4	      44.944	           61.000	                  	
155	 940	A	  6	H	  3	   119.5	      44.995	           57.000	                  	
155	 940	A	  6	H	  3	   124.5	      45.045	           72.000	                  	
155	 940	A	  6	H	  3	   129.5	      45.095	           67.000	                  	
155	 940	A	  6	H	  3	   134.4	      45.144	           70.000	                  	
155	 940	A	  6	H	  3	   139.4	      45.194	           63.000	                  	
155	 940	A	  6	H	  3	   144.5	      45.245	           57.000	                  	
155	 940	A	  6	H	  4	     4.5	      45.345	           60.000	                  	
155	 940	A	  6	H	  4	     9.5	      45.395	           59.000	                  	
155	 940	A	  6	H	  4	    14.5	      45.445	           56.000	                  	
155	 940	A	  6	H	  4	    19.4	      45.494	           67.000	                  	
155	 940	A	  6	H	  4	    24.6	      45.546	           66.000	                  	
155	 940	A	  6	H	  4	    29.4	      45.594	           70.000	                  	
155	 940	A	  6	H	  4	    34.5	      45.645	           63.000	                  	
155	 940	A	  6	H	  4	    39.6	      45.696	           64.000	                  	
155	 940	A	  6	H	  4	    44.5	      45.745	           60.000	                  	
155	 940	A	  6	H	  4	    49.4	      45.794	           69.000	                  	
155	 940	A	  6	H	  4	    54.4	      45.844	           67.000	                  	
155	 940	A	  6	H	  4	    59.6	      45.896	           76.000	                  	
155	 940	A	  6	H	  4	    64.4	      45.944	           69.000	                  	
155	 940	A	  6	H	  4	    69.5	      45.995	           72.000	                  	
155	 940	A	  6	H	  4	    74.4	      46.044	           84.000	                  	
155	 940	A	  6	H	  4	    79.4	      46.094	           81.000	                  	
155	 940	A	  6	H	  4	    84.4	      46.144	           69.000	                  	
155	 940	A	  6	H	  4	    89.4	      46.194	           70.000	                  	
155	 940	A	  6	H	  4	    94.6	      46.246	           82.000	                  	
155	 940	A	  6	H	  4	    99.4	      46.294	           72.000	                  	
155	 940	A	  6	H	  4	   104.5	      46.345	           63.000	                  	
155	 940	A	  6	H	  4	   109.5	      46.395	           73.000	                  	
155	 940	A	  6	H	  4	   114.6	      46.446	           99.000	                  	
155	 940	A	  6	H	  4	   119.4	      46.494	           85.000	                  	
155	 940	A	  6	H	  4	   124.4	      46.544	           74.000	                  	
155	 940	A	  6	H	  4	   129.4	      46.594	           72.000	                  	
155	 940	A	  6	H	  4	   134.4	      46.644	           64.000	                  	
155	 940	A	  6	H	  4	   139.4	      46.694	           64.000	                  	
155	 940	A	  6	H	  4	   144.5	      46.745	           61.000	                  	
155	 940	A	  6	H	  5	     4.5	      46.845	           63.000	                  	
155	 940	A	  6	H	  5	     9.5	      46.895	           67.000	                  	
155	 940	A	  6	H	  5	    14.4	      46.944	           73.000	                  	
155	 940	A	  6	H	  5	    19.5	      46.995	           65.000	                  	
155	 940	A	  6	H	  5	    24.4	      47.044	           62.000	                  	
155	 940	A	  6	H	  5	    29.4	      47.094	           65.000	                  	
155	 940	A	  6	H	  5	    34.4	      47.144	           67.000	                  	
155	 940	A	  6	H	  5	    39.6	      47.196	           59.000	                  	
155	 940	A	  6	H	  5	    44.4	      47.244	           61.000	                  	
155	 940	A	  6	H	  5	    49.4	      47.294	           69.000	                  	
155	 940	A	  6	H	  5	    54.4	      47.344	           60.000	                  	
155	 940	A	  6	H	  5	    59.6	      47.396	           66.000	                  	
155	 940	A	  6	H	  5	    64.6	      47.446	           62.000	                  	
155	 940	A	  6	H	  5	    69.5	      47.495	           60.000	                  	
155	 940	A	  6	H	  5	    74.4	      47.544	           61.000	                  	
155	 940	A	  6	H	  5	    79.4	      47.594	           61.000	                  	
155	 940	A	  6	H	  5	    84.4	      47.644	           77.000	                  	
155	 940	A	  6	H	  5	    89.4	      47.694	           76.000	                  	
155	 940	A	  6	H	  5	    94.5	      47.745	           65.000	                  	
155	 940	A	  6	H	  5	    99.4	      47.794	           69.000	                  	
155	 940	A	  6	H	  5	   104.4	      47.844	           72.000	                  	
155	 940	A	  6	H	  5	   109.4	      47.894	           69.000	                  	
155	 940	A	  6	H	  5	   114.4	      47.944	           77.000	                  	
155	 940	A	  6	H	  5	   119.5	      47.995	           64.000	                  	
155	 940	A	  6	H	  5	   124.4	      48.044	           60.000	                  	
155	 940	A	  6	H	  5	   129.4	      48.094	           55.000	                  	
155	 940	A	  6	H	  5	   134.4	      48.144	           61.000	                  	
155	 940	A	  6	H	  5	   139.4	      48.194	           57.000	                  	
155	 940	A	  6	H	  5	   144.5	      48.245	           56.000	                  	
155	 940	A	  6	H	  6	     4.4	      48.344	           69.000	                  	
155	 940	A	  6	H	  6	     9.5	      48.395	           69.000	                  	
155	 940	A	  6	H	  6	    14.5	      48.445	           61.000	                  	
155	 940	A	  6	H	  6	    19.4	      48.494	           64.000	                  	
155	 940	A	  6	H	  6	    24.4	      48.544	           83.000	                  	
155	 940	A	  6	H	  6	    29.4	      48.594	           68.000	                  	
155	 940	A	  6	H	  6	    34.4	      48.644	           60.000	                  	
155	 940	A	  6	H	  6	    39.4	      48.694	           61.000	                  	
155	 940	A	  6	H	  6	    44.4	      48.744	           56.000	                  	
155	 940	A	  6	H	  6	    49.4	      48.794	           70.000	                  	
155	 940	A	  6	H	  6	    54.4	      48.844	           75.000	                  	
155	 940	A	  6	H	  6	    59.4	      48.894	           71.000	                  	
155	 940	A	  6	H	  6	    64.4	      48.944	           76.000	                  	
155	 940	A	  6	H	  6	    69.4	      48.994	           72.000	                  	
155	 940	A	  6	H	  6	    74.4	      49.044	           74.000	                  	
155	 940	A	  6	H	  6	    79.4	      49.094	           81.000	                  	
155	 940	A	  6	H	  6	    84.4	      49.144	           72.000	                  	
155	 940	A	  6	H	  6	    89.4	      49.194	           75.000	                  	
155	 940	A	  6	H	  6	    94.5	      49.245	           74.000	                  	
155	 940	A	  6	H	  6	    99.4	      49.294	           64.000	                  	
155	 940	A	  6	H	  6	   104.5	      49.345	           70.000	                  	
155	 940	A	  6	H	  6	   109.4	      49.394	           66.000	                  	
155	 940	A	  6	H	  6	   114.4	      49.444	           62.000	                  	
155	 940	A	  6	H	  6	   119.5	      49.495	           55.000	                  	
155	 940	A	  6	H	  6	   124.4	      49.544	           54.000	                  	
155	 940	A	  6	H	  6	   129.5	      49.595	           71.000	                  	
155	 940	A	  6	H	  6	   134.4	      49.644	           66.000	                  	
155	 940	A	  6	H	  6	   139.4	      49.694	           67.000	                  	
155	 940	A	  6	H	  6	   144.6	      49.746	           72.000	                  	
155	 940	A	  6	H	  6	   149.4	      49.794	           11.000	                  	
155	 940	A	  6	H	  7	     4.5	      49.845	           68.000	                  	
155	 940	A	  6	H	  7	     9.5	      49.895	           71.000	                  	
155	 940	A	  6	H	  7	    14.4	      49.944	           68.000	                  	
155	 940	A	  6	H	  7	    19.5	      49.995	           73.000	                  	
155	 940	A	  6	H	  7	    24.4	      50.044	           65.000	                  	
155	 940	A	  6	H	  7	    29.4	      50.094	           60.000	                  	
155	 940	A	  6	H	  7	    34.6	      50.146	           74.000	                  	
155	 940	A	  6	H	  7	    39.4	      50.194	           66.000	                  	
155	 940	A	  6	H	  7	    44.5	      50.245	           84.000	                  	
155	 940	A	  6	H	  7	    49.4	      50.294	           92.000	                  	
155	 940	A	  6	H	  7	    54.4	      50.344	           66.000	                  	
155	 940	A	  6	H	  7	    59.4	      50.394	           73.000	                  	
