Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Density (g/cc)	
155	 940	A	 24	X	 4	  79.9	     215.299	         1.781	
155	 940	A	 24	X	 4	  82.0	     215.320	         1.774	
155	 940	A	 24	X	 4	  84.0	     215.340	         1.828	
155	 940	A	 24	X	 4	  86.4	     215.364	         1.800	
155	 940	A	 24	X	 4	  87.0	     215.370	         1.815	
155	 940	A	 24	X	 4	  88.4	     215.384	         1.847	
155	 940	A	 24	X	 4	  90.6	     215.406	         1.808	
155	 940	A	 24	X	 4	  92.0	     215.420	         1.836	
155	 940	A	 24	X	 4	  92.5	     215.425	         1.825	
155	 940	A	 24	X	 4	  94.5	     215.445	         1.729	
155	 940	A	 24	X	 4	  96.9	     215.469	         1.763	
155	 940	A	 24	X	 4	  99.2	     215.492	         1.592	
155	 940	A	 24	X	 4	 101.6	     215.516	         1.742	
155	 940	A	 24	X	 4	 104.0	     215.540	         1.807	
155	 940	A	 24	X	 4	 106.3	     215.563	         1.851	
155	 940	A	 24	X	 4	 109.0	     215.590	         1.850	
155	 940	A	 24	X	 4	 111.0	     215.610	         1.597	
155	 940	A	 24	X	 4	 113.2	     215.632	         1.655	
155	 940	A	 24	X	 4	 115.5	     215.655	         1.751	
155	 940	A	 24	X	 4	 117.9	     215.679	         1.750	
155	 940	A	 24	X	 4	 120.2	     215.702	         1.768	
155	 940	A	 24	X	 4	 122.6	     215.726	         1.763	
155	 940	A	 24	X	 4	 124.9	     215.749	         1.714	
155	 940	A	 24	X	 4	 127.3	     215.773	         1.634	
155	 940	A	 24	X	 4	 129.6	     215.796	         1.672	
155	 940	A	 24	X	 4	 132.0	     215.820	         1.792	
155	 940	A	 24	X	 4	 134.4	     215.844	         1.255	
155	 940	A	 24	X	 5	   3.9	     216.039	         2.166	
155	 940	A	 24	X	 5	   7.0	     216.070	         2.174	
155	 940	A	 24	X	 5	   8.6	     216.086	         2.182	
155	 940	A	 24	X	 5	  10.9	     216.109	         2.065	
155	 940	A	 24	X	 5	  12.1	     216.121	         2.076	
155	 940	A	 24	X	 5	  12.8	     216.128	         2.172	
155	 940	A	 24	X	 5	  14.9	     216.149	         2.152	
155	 940	A	 24	X	 5	  17.0	     216.170	         2.148	
155	 940	A	 24	X	 5	  19.0	     216.190	         2.107	
155	 940	A	 24	X	 5	  21.3	     216.213	         2.151	
155	 940	A	 24	X	 5	  22.0	     216.220	         2.139	
155	 940	A	 24	X	 5	  23.0	     216.230	         2.131	
155	 940	A	 24	X	 5	  25.6	     216.256	         2.159	
155	 940	A	 24	X	 5	  27.1	     216.271	         2.127	
155	 940	A	 24	X	 5	  29.4	     216.294	         2.031	
155	 940	A	 24	X	 5	  32.0	     216.320	         2.066	
155	 940	A	 24	X	 5	  33.3	     216.333	         2.101	
155	 940	A	 24	X	 5	  35.9	     216.359	         2.105	
155	 940	A	 24	X	 5	  37.0	     216.370	         2.098	
155	 940	A	 24	X	 5	  37.5	     216.375	         2.128	
155	 940	A	 24	X	 5	  39.9	     216.399	         2.144	
155	 940	A	 24	X	 5	  42.1	     216.421	         2.147	
155	 940	A	 24	X	 5	  43.9	     216.439	         1.940	
155	 940	A	 24	X	 5	  46.3	     216.463	         1.906	
155	 940	A	 24	X	 5	  47.0	     216.470	         1.940	
155	 940	A	 24	X	 5	  48.0	     216.480	         2.133	
155	 940	A	 24	X	 5	  50.2	     216.502	         2.116	
155	 940	A	 24	X	 5	  52.0	     216.520	         2.090	
155	 940	A	 24	X	 5	  54.3	     216.543	         2.137	
155	 940	A	 24	X	 5	  57.0	     216.570	         2.114	
155	 940	A	 24	X	 5	  58.6	     216.586	         2.145	
155	 940	A	 24	X	 5	  60.9	     216.609	         2.179	
155	 940	A	 24	X	 5	  62.0	     216.620	         2.212	
155	 940	A	 24	X	 5	  62.5	     216.625	         2.151	
155	 940	A	 24	X	 5	  65.0	     216.650	         2.183	
155	 940	A	 24	X	 5	  66.9	     216.669	         2.154	
155	 940	A	 24	X	 5	  68.9	     216.689	         2.149	
155	 940	A	 24	X	 5	  72.0	     216.720	         2.094	
155	 940	A	 24	X	 5	  73.3	     216.733	         1.863	
155	 940	A	 24	X	 5	  75.5	     216.755	         2.066	
155	 940	A	 24	X	 5	  77.0	     216.770	         2.177	
155	 940	A	 24	X	 5	  79.0	     216.790	         2.146	
155	 940	A	 24	X	 5	  82.0	     216.820	         2.185	
155	 940	A	 24	X	 5	  83.6	     216.836	         2.193	
155	 940	A	 24	X	 5	  86.0	     216.860	         2.059	
155	 940	A	 24	X	 5	  87.0	     216.870	         2.147	
155	 940	A	 24	X	 5	  87.6	     216.876	         2.070	
155	 940	A	 24	X	 5	  90.1	     216.901	         1.880	
155	 940	A	 24	X	 5	  92.0	     216.920	         2.055	
155	 940	A	 24	X	 5	  94.1	     216.941	         2.046	
155	 940	A	 24	X	 5	  97.0	     216.970	         1.989	
155	 940	A	 24	X	 5	  98.2	     216.982	         1.717	
155	 940	A	 24	X	 5	 100.6	     217.006	         1.794	
155	 940	A	 24	X	 5	 103.0	     217.030	         1.985	
155	 940	A	 24	X	 5	 105.3	     217.053	         1.499	
155	 940	A	 24	X	 5	 107.5	     217.075	         1.758	
155	 940	A	 24	X	 5	 109.1	     217.091	         1.241	
155	 940	A	 24	X	 5	 109.7	     217.097	         1.380	
155	 940	A	 24	X	 5	 112.0	     217.120	         1.664	
155	 940	A	 24	X	 5	 114.2	     217.142	         1.891	
155	 940	A	 24	X	 5	 116.5	     217.165	         1.976	
155	 940	A	 24	X	 5	 118.9	     217.189	         1.336	
155	 940	A	 24	X	 5	 121.2	     217.212	         1.970	
155	 940	A	 24	X	 5	 123.8	     217.238	         1.966	
155	 940	A	 24	X	 5	 125.9	     217.259	         1.978	
155	 940	A	 24	X	 5	 128.4	     217.284	         1.883	
155	 940	A	 24	X	 5	 130.8	     217.308	         1.944	
155	 940	A	 24	X	 5	 133.0	     217.330	         1.993	
155	 940	A	 24	X	 5	 135.5	     217.355	         1.921	
155	 940	A	 24	X	 5	 137.8	     217.378	         1.672	
155	 940	A	 24	X	 5	 139.1	     217.391	         1.676	
155	 940	A	 24	X	 6	   3.8	     217.438	         1.941	
155	 940	A	 24	X	 6	   6.6	     217.466	         1.870	
155	 940	A	 24	X	 6	   9.0	     217.490	         1.986	
155	 940	A	 24	X	 6	  11.5	     217.515	         1.917	
155	 940	A	 24	X	 6	  13.8	     217.538	         1.883	
155	 940	A	 24	X	 6	  16.2	     217.562	         1.915	
155	 940	A	 24	X	 6	  18.5	     217.585	         1.974	
155	 940	A	 24	X	 6	  20.9	     217.609	         1.869	
155	 940	A	 24	X	 6	  23.3	     217.633	         1.910	
155	 940	A	 24	X	 6	  25.4	     217.654	         1.773	
155	 940	A	 24	X	 6	  27.8	     217.678	         1.908	
155	 940	A	 24	X	 6	  30.5	     217.705	         1.905	
155	 940	A	 24	X	 6	  34.8	     217.748	         0.441	
155	 940	A	 25	X	 1	   4.1	     219.741	         1.771	
155	 940	A	 25	X	 1	   7.0	     219.770	         1.666	
155	 940	A	 25	X	 1	   8.7	     219.787	         1.670	
155	 940	A	 25	X	 1	  11.2	     219.812	         1.553	
155	 940	A	 25	X	 1	  12.0	     219.820	         1.570	
155	 940	A	 25	X	 1	  12.7	     219.827	         1.637	
155	 940	A	 25	X	 1	  15.3	     219.853	         1.587	
155	 940	A	 25	X	 1	  17.0	     219.870	         1.701	
155	 940	A	 25	X	 1	  19.3	     219.893	         1.468	
155	 940	A	 25	X	 1	  22.0	     219.920	         1.497	
155	 940	A	 25	X	 1	  23.2	     219.932	         1.513	
155	 940	A	 25	X	 1	  25.6	     219.956	         1.638	
155	 940	A	 25	X	 1	  27.1	     219.971	         1.648	
155	 940	A	 25	X	 1	  27.6	     219.976	         1.615	
155	 940	A	 25	X	 1	  29.7	     219.997	         1.630	
155	 940	A	 25	X	 1	  32.0	     220.020	         1.717	
155	 940	A	 25	X	 1	  33.8	     220.038	         1.748	
155	 940	A	 25	X	 1	  36.0	     220.060	         1.757	
155	 940	A	 25	X	 1	  37.0	     220.070	         1.774	
155	 940	A	 25	X	 1	  38.0	     220.080	         1.783	
155	 940	A	 25	X	 1	  40.3	     220.103	         1.749	
155	 940	A	 25	X	 1	  42.1	     220.121	         1.736	
155	 940	A	 25	X	 1	  44.5	     220.145	         1.729	
155	 940	A	 25	X	 1	  47.0	     220.170	         1.566	
155	 940	A	 25	X	 1	  48.5	     220.185	         1.651	
155	 940	A	 25	X	 1	  51.0	     220.210	         1.795	
155	 940	A	 25	X	 1	  52.0	     220.220	         1.884	
155	 940	A	 25	X	 1	  55.1	     220.251	         1.812	
155	 940	A	 25	X	 1	  57.1	     220.271	         1.875	
155	 940	A	 25	X	 1	  59.2	     220.292	         1.847	
155	 940	A	 25	X	 1	  62.0	     220.320	         1.909	
155	 940	A	 25	X	 1	  63.4	     220.334	         1.907	
155	 940	A	 25	X	 1	  65.8	     220.358	         1.898	
155	 940	A	 25	X	 1	  67.0	     220.370	         1.821	
155	 940	A	 25	X	 1	  67.5	     220.375	         1.846	
155	 940	A	 25	X	 1	  69.7	     220.397	         1.612	
155	 940	A	 25	X	 1	  72.0	     220.420	         1.807	
155	 940	A	 25	X	 1	  74.1	     220.441	         1.936	
155	 940	A	 25	X	 1	  77.1	     220.471	         1.941	
155	 940	A	 25	X	 1	  78.2	     220.482	         1.855	
155	 940	A	 25	X	 1	  79.0	     220.490	         1.888	
155	 940	A	 25	X	 1	  80.2	     220.502	         1.682	
155	 940	A	 25	X	 1	  82.0	     220.520	         1.512	
155	 940	A	 25	X	 1	  84.2	     220.542	         1.714	
155	 940	A	 25	X	 1	  87.0	     220.570	         1.756	
155	 940	A	 25	X	 1	  88.4	     220.584	         1.771	
155	 940	A	 25	X	 1	  90.8	     220.608	         1.613	
155	 940	A	 25	X	 1	  92.0	     220.620	         1.578	
155	 940	A	 25	X	 1	  92.5	     220.625	         1.712	
155	 940	A	 25	X	 1	  94.8	     220.648	         1.792	
155	 940	A	 25	X	 1	  97.0	     220.670	         1.730	
155	 940	A	 25	X	 1	 102.0	     220.720	         1.684	
155	 940	A	 25	X	 1	 103.0	     220.730	         1.720	
155	 940	A	 25	X	 1	 105.4	     220.754	         1.616	
155	 940	A	 25	X	 1	 107.8	     220.778	         1.611	
155	 940	A	 25	X	 1	 109.1	     220.791	         1.626	
155	 940	A	 25	X	 1	 109.9	     220.799	         1.498	
155	 940	A	 25	X	 1	 112.2	     220.822	         1.484	
155	 940	A	 25	X	 1	 114.6	     220.846	         1.348	
155	 940	A	 25	X	 1	 117.0	     220.870	         1.351	
155	 940	A	 25	X	 1	 119.3	     220.893	         1.377	
155	 940	A	 25	X	 1	 121.7	     220.917	         1.346	
155	 940	A	 25	X	 1	 124.1	     220.941	         1.403	
155	 940	A	 25	X	 1	 126.3	     220.963	         1.416	
155	 940	A	 25	X	 1	 128.7	     220.987	         1.443	
155	 940	A	 25	X	 1	 131.0	     221.010	         1.520	
155	 940	A	 25	X	 1	 133.5	     221.035	         1.558	
155	 940	A	 25	X	 1	 135.7	     221.057	         1.615	
155	 940	A	 25	X	 1	 138.1	     221.081	         1.683	
155	 940	A	 25	X	 1	 139.1	     221.091	         1.648	
155	 940	A	 25	X	 1	 140.1	     221.101	         1.560	
155	 940	A	 25	X	 1	 142.5	     221.125	         1.644	
155	 940	A	 25	X	 1	 144.8	     221.148	         1.673	
155	 940	A	 25	X	 2	   3.9	     221.239	         1.577	
155	 940	A	 25	X	 2	   7.0	     221.270	         1.612	
155	 940	A	 25	X	 2	   8.6	     221.286	         1.457	
155	 940	A	 25	X	 2	  11.0	     221.310	         1.280	
155	 940	A	 25	X	 2	  12.0	     221.320	         1.202	
155	 940	A	 25	X	 2	  12.9	     221.329	         1.245	
155	 940	A	 25	X	 2	  15.0	     221.350	         1.309	
155	 940	A	 25	X	 2	  17.1	     221.371	         1.288	
155	 940	A	 25	X	 2	  19.3	     221.393	         1.227	
155	 940	A	 25	X	 2	  22.0	     221.420	         1.280	
155	 940	A	 25	X	 2	  23.3	     221.433	         1.641	
155	 940	A	 25	X	 2	  25.8	     221.458	         1.642	
155	 940	A	 25	X	 2	  27.1	     221.471	         1.716	
155	 940	A	 25	X	 2	  29.7	     221.497	         1.708	
155	 940	A	 25	X	 2	  32.0	     221.520	         1.642	
155	 940	A	 25	X	 2	  33.8	     221.538	         1.702	
155	 940	A	 25	X	 2	  36.4	     221.564	         1.777	
155	 940	A	 25	X	 2	  37.0	     221.570	         1.806	
155	 940	A	 25	X	 2	  38.0	     221.580	         1.596	
155	 940	A	 25	X	 2	  40.3	     221.603	         1.710	
155	 940	A	 25	X	 2	  42.1	     221.621	         1.684	
155	 940	A	 25	X	 2	  44.7	     221.647	         1.413	
155	 940	A	 25	X	 2	  47.0	     221.670	         1.412	
155	 940	A	 25	X	 2	  48.9	     221.689	         1.368	
155	 940	A	 25	X	 2	  51.1	     221.711	         1.210	
155	 940	A	 25	X	 2	  52.0	     221.720	         1.174	
155	 940	A	 25	X	 2	  53.1	     221.731	         1.091	
155	 940	A	 25	X	 2	  55.4	     221.754	         1.320	
155	 940	A	 25	X	 2	  57.0	     221.770	         1.367	
155	 940	A	 25	X	 2	  59.4	     221.794	         1.372	
155	 940	A	 25	X	 2	  62.0	     221.820	         1.411	
155	 940	A	 25	X	 2	  63.2	     221.832	         1.353	
155	 940	A	 25	X	 2	  65.8	     221.858	         1.260	
155	 940	A	 25	X	 2	  67.0	     221.870	         1.250	
155	 940	A	 25	X	 2	  69.7	     221.897	         1.438	
155	 940	A	 25	X	 2	  72.0	     221.920	         1.477	
155	 940	A	 25	X	 2	  73.7	     221.937	         1.425	
155	 940	A	 25	X	 2	  76.1	     221.961	         1.354	
155	 940	A	 25	X	 2	  77.1	     221.971	         1.288	
155	 940	A	 25	X	 2	  77.9	     221.979	         1.378	
155	 940	A	 25	X	 2	  79.0	     221.990	         1.447	
155	 940	A	 25	X	 2	  79.9	     221.999	         1.514	
155	 940	A	 25	X	 2	  82.0	     222.020	         1.472	
155	 940	A	 25	X	 2	  84.0	     222.040	         1.375	
155	 940	A	 25	X	 2	  86.4	     222.064	         1.410	
155	 940	A	 25	X	 2	  87.0	     222.070	         1.399	
155	 940	A	 25	X	 2	  87.9	     222.079	         1.525	
155	 940	A	 25	X	 2	  90.5	     222.105	         1.482	
155	 940	A	 25	X	 2	  92.7	     222.127	         1.536	
155	 940	A	 25	X	 2	  95.2	     222.152	         1.499	
155	 940	A	 25	X	 2	  97.4	     222.174	         1.471	
155	 940	A	 25	X	 2	  99.8	     222.198	         1.442	
155	 940	A	 25	X	 2	 102.3	     222.223	         1.513	
155	 940	A	 25	X	 2	 104.3	     222.243	         1.556	
155	 940	A	 25	X	 2	 107.0	     222.270	         1.616	
155	 940	A	 25	X	 2	 109.1	     222.291	         1.221	
155	 940	A	 25	X	 2	 111.5	     222.315	         1.520	
155	 940	A	 25	X	 2	 113.5	     222.335	         1.484	
155	 940	A	 25	X	 2	 115.8	     222.358	         1.441	
155	 940	A	 25	X	 2	 118.1	     222.381	         1.471	
155	 940	A	 25	X	 2	 120.7	     222.407	         1.420	
155	 940	A	 25	X	 2	 122.9	     222.429	         1.326	
155	 940	A	 25	X	 2	 125.3	     222.453	         1.093	
155	 940	A	 25	X	 2	 127.6	     222.476	         1.225	
155	 940	A	 25	X	 2	 130.1	     222.501	         1.211	
155	 940	A	 25	X	 3	   4.0	     222.570	         1.559	
155	 940	A	 25	X	 3	   7.0	     222.600	         1.524	
155	 940	A	 25	X	 3	   8.5	     222.615	         1.561	
155	 940	A	 25	X	 3	  11.0	     222.640	         1.651	
155	 940	A	 25	X	 3	  12.0	     222.650	         1.539	
155	 940	A	 25	X	 3	  12.8	     222.658	         1.543	
155	 940	A	 25	X	 3	  15.2	     222.682	         1.330	
155	 940	A	 25	X	 3	  17.0	     222.700	         1.247	
155	 940	A	 25	X	 3	  19.3	     222.723	         1.432	
155	 940	A	 25	X	 3	  22.0	     222.750	         1.409	
155	 940	A	 25	X	 3	  23.4	     222.764	         1.451	
155	 940	A	 25	X	 3	  25.8	     222.788	         1.439	
155	 940	A	 25	X	 3	  27.1	     222.801	         1.511	
155	 940	A	 25	X	 3	  27.8	     222.808	         1.510	
155	 940	A	 25	X	 3	  29.9	     222.829	         1.519	
155	 940	A	 25	X	 3	  32.0	     222.850	         1.512	
155	 940	A	 25	X	 3	  34.0	     222.870	         1.490	
155	 940	A	 25	X	 3	  36.1	     222.891	         1.459	
155	 940	A	 25	X	 3	  37.0	     222.900	         1.434	
155	 940	A	 25	X	 3	  38.1	     222.911	         1.569	
155	 940	A	 25	X	 3	  40.5	     222.935	         1.557	
155	 940	A	 25	X	 3	  42.1	     222.951	         1.570	
155	 940	A	 25	X	 3	  44.5	     222.975	         1.621	
155	 940	A	 25	X	 3	  47.0	     223.000	         1.592	
155	 940	A	 25	X	 3	  48.4	     223.014	         1.581	
155	 940	A	 25	X	 3	  51.0	     223.040	         1.502	
155	 940	A	 25	X	 3	  52.0	     223.050	         1.477	
155	 940	A	 25	X	 3	  55.1	     223.081	         1.483	
155	 940	A	 25	X	 3	  57.0	     223.100	         1.409	
155	 940	A	 25	X	 3	  59.0	     223.120	         1.600	
155	 940	A	 25	X	 3	  62.0	     223.150	         1.573	
155	 940	A	 25	X	 3	  63.0	     223.160	         1.489	
155	 940	A	 25	X	 3	  65.4	     223.184	         1.470	
155	 940	A	 25	X	 3	  67.0	     223.200	         1.510	
155	 940	A	 25	X	 3	  69.3	     223.223	         1.261	
155	 940	A	 25	X	 3	  72.0	     223.250	         1.388	
155	 940	A	 25	X	 3	  73.5	     223.265	         1.470	
155	 940	A	 25	X	 3	  75.7	     223.287	         1.476	
155	 940	A	 25	X	 3	  77.1	     223.301	         1.497	
155	 940	A	 25	X	 3	  77.7	     223.307	         1.564	
155	 940	A	 25	X	 3	  79.0	     223.320	         1.603	
155	 940	A	 25	X	 3	  79.7	     223.327	         1.557	
155	 940	A	 25	X	 3	  82.0	     223.350	         1.520	
155	 940	A	 25	X	 3	  83.6	     223.366	         1.495	
155	 940	A	 25	X	 3	  86.0	     223.390	         1.523	
155	 940	A	 25	X	 3	  87.0	     223.400	         1.415	
155	 940	A	 25	X	 3	  87.8	     223.408	         1.108	
155	 940	A	 25	X	 3	  90.1	     223.431	         0.268	
155	 940	A	 25	X	 3	  92.0	     223.450	         1.555	
155	 940	A	 25	X	 3	  94.2	     223.472	         0.559	
155	 940	A	 25	X	 3	  97.0	     223.500	         1.011	
155	 940	A	 25	X	 3	  98.2	     223.512	         0.979	
155	 940	A	 25	X	 3	 100.5	     223.535	         1.367	
155	 940	A	 25	X	 3	 102.3	     223.553	         0.984	
155	 940	A	 25	X	 3	 104.7	     223.577	         1.547	
155	 940	A	 25	X	 3	 107.0	     223.600	         1.499	
155	 940	A	 25	X	 3	 109.0	     223.620	         1.439	
155	 940	A	 25	X	 3	 111.5	     223.645	         1.611	
155	 940	A	 25	X	 3	 113.8	     223.668	         1.678	
155	 940	A	 25	X	 3	 116.0	     223.690	         1.564	
155	 940	A	 25	X	 3	 118.4	     223.714	         1.551	
155	 940	A	 25	X	 3	 120.8	     223.738	         1.484	
155	 940	A	 25	X	 3	 123.1	     223.761	         1.446	
155	 940	A	 25	X	 3	 125.5	     223.785	         1.507	
155	 940	A	 25	X	 3	 128.0	     223.810	         1.414	
155	 940	A	 25	X	 3	 130.2	     223.832	         1.328	
155	 940	A	 25	X	 3	 132.7	     223.857	         1.387	
155	 940	A	 25	X	 3	 134.9	     223.879	         1.610	
155	 940	A	 25	X	 3	 137.3	     223.903	         1.573	
155	 940	A	 25	X	 3	 139.1	     223.921	         1.575	
155	 940	A	 25	X	 3	 141.6	     223.946	         1.633	
155	 940	A	 25	X	 3	 143.9	     223.969	         1.606	
155	 940	A	 25	X	 3	 146.2	     223.992	         0.339	
155	 940	A	 25	X	 4	   3.8	     224.068	         1.607	
155	 940	A	 25	X	 4	   6.7	     224.097	         1.601	
155	 940	A	 25	X	 4	   9.0	     224.120	         1.657	
155	 940	A	 25	X	 4	  11.6	     224.146	         1.526	
155	 940	A	 25	X	 4	  13.8	     224.168	         1.521	
155	 940	A	 25	X	 4	  16.2	     224.192	         1.426	
155	 940	A	 25	X	 4	  18.4	     224.214	         1.575	
155	 940	A	 25	X	 4	  21.0	     224.240	         1.658	
155	 940	A	 26	X	 1	   4.1	     229.341	         1.642	
155	 940	A	 26	X	 1	   7.0	     229.370	         1.593	
155	 940	A	 26	X	 1	   9.0	     229.390	         1.637	
155	 940	A	 26	X	 1	  11.3	     229.413	         1.576	
155	 940	A	 26	X	 1	  12.1	     229.421	         1.584	
155	 940	A	 26	X	 1	  13.1	     229.431	         1.655	
155	 940	A	 26	X	 1	  15.3	     229.453	         1.631	
155	 940	A	 26	X	 1	  17.0	     229.470	         1.451	
155	 940	A	 26	X	 1	  19.5	     229.495	         1.246	
155	 940	A	 26	X	 1	  22.0	     229.520	         1.232	
155	 940	A	 26	X	 1	  23.6	     229.536	         1.407	
155	 940	A	 26	X	 1	  26.0	     229.560	         1.548	
155	 940	A	 26	X	 1	  27.1	     229.571	         1.560	
155	 940	A	 26	X	 1	  27.6	     229.576	         1.622	
155	 940	A	 26	X	 1	  30.0	     229.600	         1.503	
155	 940	A	 26	X	 1	  32.0	     229.620	         1.394	
155	 940	A	 26	X	 1	  34.0	     229.640	         1.538	
155	 940	A	 26	X	 1	  36.4	     229.664	         1.476	
155	 940	A	 26	X	 1	  37.0	     229.670	         1.628	
155	 940	A	 26	X	 1	  38.1	     229.681	         1.443	
155	 940	A	 26	X	 1	  40.6	     229.706	         1.273	
155	 940	A	 26	X	 1	  42.1	     229.721	         1.473	
155	 940	A	 26	X	 1	  44.7	     229.747	         1.734	
155	 940	A	 26	X	 1	  47.0	     229.770	         1.682	
155	 940	A	 26	X	 1	  48.7	     229.787	         1.524	
155	 940	A	 26	X	 1	  51.1	     229.811	         1.542	
155	 940	A	 26	X	 1	  52.0	     229.820	         1.268	
155	 940	A	 26	X	 1	  52.8	     229.828	         1.400	
155	 940	A	 26	X	 1	  55.2	     229.852	         1.299	
155	 940	A	 26	X	 1	  57.0	     229.870	         1.375	
155	 940	A	 26	X	 1	  59.4	     229.894	         1.354	
155	 940	A	 26	X	 1	  62.0	     229.920	         1.345	
155	 940	A	 26	X	 1	  63.4	     229.934	         1.633	
155	 940	A	 26	X	 1	  65.8	     229.958	         1.756	
155	 940	A	 26	X	 1	  67.0	     229.970	         1.769	
155	 940	A	 26	X	 1	  67.5	     229.975	         1.719	
155	 940	A	 26	X	 1	  69.9	     229.999	         1.628	
155	 940	A	 26	X	 1	  72.0	     230.020	         1.616	
155	 940	A	 26	X	 1	  74.0	     230.040	         1.739	
155	 940	A	 26	X	 1	  76.3	     230.063	         1.784	
155	 940	A	 26	X	 1	  77.1	     230.071	         1.719	
155	 940	A	 26	X	 1	  77.9	     230.079	         1.680	
155	 940	A	 26	X	 1	  79.0	     230.090	         1.637	
155	 940	A	 26	X	 1	  79.9	     230.099	         1.608	
155	 940	A	 26	X	 1	  82.0	     230.120	         1.689	
155	 940	A	 26	X	 1	  84.0	     230.140	         1.399	
155	 940	A	 26	X	 1	  87.0	     230.170	         1.633	
155	 940	A	 26	X	 1	  88.2	     230.182	         1.717	
155	 940	A	 26	X	 1	  90.6	     230.206	         1.622	
155	 940	A	 26	X	 1	  92.3	     230.223	         1.432	
155	 940	A	 26	X	 1	  94.7	     230.247	         1.545	
155	 940	A	 26	X	 1	  97.0	     230.270	         1.696	
155	 940	A	 26	X	 1	  98.7	     230.287	         1.708	
155	 940	A	 26	X	 1	 101.1	     230.311	         1.806	
155	 940	A	 26	X	 1	 102.0	     230.320	         1.764	
155	 940	A	 26	X	 1	 102.8	     230.328	         1.716	
155	 940	A	 26	X	 1	 105.1	     230.351	         1.682	
155	 940	A	 26	X	 1	 107.5	     230.375	         1.686	
155	 940	A	 26	X	 1	 109.0	     230.390	         1.645	
155	 940	A	 26	X	 1	 109.6	     230.396	         1.791	
155	 940	A	 26	X	 1	 111.9	     230.419	         1.776	
155	 940	A	 26	X	 1	 114.2	     230.442	         1.660	
155	 940	A	 26	X	 1	 116.6	     230.466	         1.539	
155	 940	A	 26	X	 1	 119.0	     230.490	         1.418	
155	 940	A	 26	X	 1	 121.3	     230.513	         1.550	
155	 940	A	 26	X	 1	 123.8	     230.538	         1.416	
155	 940	A	 26	X	 1	 126.1	     230.561	         1.527	
155	 940	A	 26	X	 1	 128.4	     230.584	         1.570	
155	 940	A	 26	X	 1	 130.7	     230.607	         1.794	
155	 940	A	 26	X	 1	 133.0	     230.630	         1.779	
155	 940	A	 26	X	 1	 135.4	     230.654	         1.962	
155	 940	A	 26	X	 1	 137.7	     230.677	         2.117	
155	 940	A	 26	X	 1	 139.1	     230.691	         2.069	
155	 940	A	 26	X	 1	 139.8	     230.698	         1.762	
155	 940	A	 26	X	 1	 142.0	     230.720	         1.842	
155	 940	A	 26	X	 1	 144.4	     230.744	         1.676	
155	 940	A	 26	X	 2	   3.9	     230.839	         1.719	
155	 940	A	 26	X	 2	   7.0	     230.870	         1.756	
155	 940	A	 26	X	 2	   8.6	     230.886	         1.744	
155	 940	A	 26	X	 2	  10.9	     230.909	         1.636	
155	 940	A	 26	X	 2	  12.0	     230.920	         1.586	
155	 940	A	 26	X	 2	  12.6	     230.926	         1.436	
155	 940	A	 26	X	 2	  14.9	     230.949	         1.676	
155	 940	A	 26	X	 2	  17.0	     230.970	         1.666	
155	 940	A	 26	X	 2	  19.2	     230.992	         1.661	
155	 940	A	 26	X	 2	  21.3	     231.013	         1.675	
155	 940	A	 26	X	 2	  22.0	     231.020	         1.627	
155	 940	A	 26	X	 2	  23.2	     231.032	         1.379	
155	 940	A	 26	X	 2	  25.6	     231.056	         1.102	
155	 940	A	 26	X	 2	  27.4	     231.074	         1.427	
155	 940	A	 26	X	 2	  29.7	     231.097	         1.555	
155	 940	A	 26	X	 2	  32.0	     231.120	         1.673	
155	 940	A	 26	X	 2	  33.6	     231.136	         1.320	
155	 940	A	 26	X	 2	  36.0	     231.160	         1.323	
155	 940	A	 26	X	 2	  36.9	     231.169	         1.337	
155	 940	A	 26	X	 2	  37.8	     231.178	         1.499	
155	 940	A	 26	X	 2	  40.2	     231.202	         1.670	
155	 940	A	 26	X	 2	  42.1	     231.221	         1.600	
155	 940	A	 26	X	 2	  44.3	     231.243	         1.614	
155	 940	A	 26	X	 2	  47.0	     231.270	         1.672	
155	 940	A	 26	X	 2	  47.5	     231.275	         1.408	
155	 940	A	 26	X	 2	  49.8	     231.298	         1.323	
155	 940	A	 26	X	 2	  52.0	     231.320	         1.581	
155	 940	A	 26	X	 2	  53.8	     231.338	         1.643	
155	 940	A	 26	X	 2	  56.2	     231.362	         1.660	
155	 940	A	 26	X	 2	  57.0	     231.370	         1.638	
155	 940	A	 26	X	 2	  58.1	     231.381	         1.712	
155	 940	A	 26	X	 2	  60.4	     231.404	         1.773	
155	 940	A	 26	X	 2	  62.0	     231.420	         1.771	
155	 940	A	 26	X	 2	  64.6	     231.446	         1.679	
155	 940	A	 26	X	 2	  67.0	     231.470	         1.506	
155	 940	A	 26	X	 2	  68.2	     231.482	         1.397	
155	 940	A	 26	X	 2	  70.7	     231.507	         0.982	
155	 940	A	 26	X	 2	  72.3	     231.523	         1.142	
155	 940	A	 26	X	 2	  74.6	     231.546	         1.501	
155	 940	A	 26	X	 2	  77.0	     231.570	         1.570	
155	 940	A	 26	X	 2	  79.0	     231.590	         1.563	
155	 940	A	 26	X	 2	  80.9	     231.609	         1.477	
155	 940	A	 26	X	 2	  82.0	     231.620	         1.601	
155	 940	A	 26	X	 2	  82.7	     231.627	         1.405	
