Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Treatment	Level 	Demag Type	Level	 Decl.	 Incl.	Intensity	Hole Incl.	Intensity X	Intensity Y	Intensity Z	Run   	Comment
155	 940	A	  2	H	 6	  70.00	      11.000	NRM      	      	AFD       	   20	 55.50	-13.80	1.667E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	  75.00	      11.050	NRM      	      	AFD       	   20	 57.40	-13.00	1.740E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	  80.00	      11.100	NRM      	      	AFD       	   20	 57.70	-13.90	1.721E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	  85.00	      11.150	NRM      	      	AFD       	   20	 57.10	-13.40	1.861E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	  90.00	      11.200	NRM      	      	AFD       	   20	 55.50	-11.40	1.995E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	  95.00	      11.250	NRM      	      	AFD       	   20	 53.90	 -6.50	2.054E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 100.00	      11.300	NRM      	      	AFD       	   20	 55.10	 -3.10	1.709E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 105.00	      11.350	NRM      	      	AFD       	   20	 59.00	 -3.50	1.608E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 110.00	      11.400	NRM      	      	AFD       	   20	 60.50	 -9.70	1.511E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 115.00	      11.450	NRM      	      	AFD       	   20	 59.50	-11.30	1.734E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 120.00	      11.500	NRM      	      	AFD       	   20	 59.10	-11.80	1.751E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 125.00	      11.550	NRM      	      	AFD       	   20	 58.60	-11.40	1.768E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 130.00	      11.600	NRM      	      	AFD       	   20	 58.70	-11.80	1.755E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 135.00	      11.650	NRM      	      	AFD       	   20	 58.80	-11.30	1.843E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 140.00	      11.700	NRM      	      	AFD       	   20	 60.60	 -9.20	2.313E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 145.00	      11.750	NRM      	      	AFD       	   20	 64.60	 -7.50	2.518E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 6	 150.00	      11.800	NRM      	      	AFD       	   20	 64.50	 -7.10	1.582E+01	          	           	           	           	  1846	
155	 940	A	  2	H	 7	   0.00	      11.800	NRM      	      	AFD       	   20	 44.50	-16.50	9.059E+00	          	           	           	           	  1847	
155	 940	A	  2	H	 7	   5.00	      11.850	NRM      	      	AFD       	   20	 49.60	-13.00	1.858E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  10.00	      11.900	NRM      	      	AFD       	   20	 47.40	-12.10	2.242E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  15.00	      11.950	NRM      	      	AFD       	   20	 44.60	-12.80	1.914E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  20.00	      12.000	NRM      	      	AFD       	   20	 41.20	-11.50	1.885E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  25.00	      12.050	NRM      	      	AFD       	   20	 40.60	 -8.40	1.889E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  30.00	      12.100	NRM      	      	AFD       	   20	 39.80	 -5.00	1.905E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  35.00	      12.150	NRM      	      	AFD       	   20	 40.00	 -1.80	1.770E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  40.00	      12.200	NRM      	      	AFD       	   20	 43.90	 -2.10	1.715E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  45.00	      12.250	NRM      	      	AFD       	   20	 45.40	 -6.30	1.947E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  50.00	      12.300	NRM      	      	AFD       	   20	 44.60	-11.00	2.163E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  55.00	      12.350	NRM      	      	AFD       	   20	 44.60	-10.90	2.526E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  60.00	      12.400	NRM      	      	AFD       	   20	 46.90	 -9.80	2.149E+01	          	           	           	           	  1847	
155	 940	A	  2	H	 7	  65.00	            	NRM      	      	AFD       	   20	 44.40	 -8.70	1.106E+01	          	           	           	           	  1847	
155	 940	A	  3	H	 1	   0.00	      12.300	NRM      	      	AFD       	   20	261.70	 -9.70	8.050E+00	          	           	           	           	  1848	
155	 940	A	  3	H	 1	   5.00	      12.350	NRM      	      	AFD       	   20	269.30	 16.70	2.528E+00	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  10.00	      12.400	NRM      	      	AFD       	   20	 78.70	 11.70	1.213E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  15.00	      12.450	NRM      	      	AFD       	   20	 81.30	  2.40	2.246E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  20.00	      12.500	NRM      	      	AFD       	   20	 80.80	 -1.50	2.431E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  25.00	      12.550	NRM      	      	AFD       	   20	 68.60	 -5.30	2.025E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  30.00	      12.600	NRM      	      	AFD       	   20	 32.50	-11.40	1.729E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  35.00	      12.650	NRM      	      	AFD       	   20	  9.30	-12.00	2.306E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  40.00	      12.700	NRM      	      	AFD       	   20	 11.80	-10.90	2.484E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  45.00	      12.750	NRM      	      	AFD       	   20	 15.60	-10.20	2.573E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  50.00	      12.800	NRM      	      	AFD       	   20	 17.50	 -9.80	2.497E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  55.00	      12.850	NRM      	      	AFD       	   20	 18.50	 -9.40	2.598E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  60.00	      12.900	NRM      	      	AFD       	   20	 18.80	-10.40	2.501E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  65.00	      12.950	NRM      	      	AFD       	   20	 18.30	-11.20	2.671E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  70.00	      13.000	NRM      	      	AFD       	   20	 18.20	-11.50	2.818E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  75.00	      13.050	NRM      	      	AFD       	   20	 17.90	-11.40	2.802E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  80.00	      13.100	NRM      	      	AFD       	   20	 18.60	-12.40	2.538E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  85.00	      13.150	NRM      	      	AFD       	   20	 19.30	-13.70	2.287E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  90.00	      13.200	NRM      	      	AFD       	   20	 19.10	-15.20	2.307E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	  95.00	      13.250	NRM      	      	AFD       	   20	 17.90	-14.70	2.518E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 100.00	      13.300	NRM      	      	AFD       	   20	 16.50	-13.50	2.693E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 105.00	      13.350	NRM      	      	AFD       	   20	 14.80	-12.90	2.657E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 110.00	      13.400	NRM      	      	AFD       	   20	 13.40	-12.80	2.478E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 115.00	      13.450	NRM      	      	AFD       	   20	 12.90	-12.70	2.365E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 120.00	      13.500	NRM      	      	AFD       	   20	 14.20	-13.20	2.269E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 125.00	      13.550	NRM      	      	AFD       	   20	 16.40	-12.30	2.338E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 130.00	      13.600	NRM      	      	AFD       	   20	 16.90	-11.20	2.433E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 135.00	      13.650	NRM      	      	AFD       	   20	 14.60	-10.60	2.584E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 140.00	      13.700	NRM      	      	AFD       	   20	 15.60	-11.30	2.820E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 145.00	      13.750	NRM      	      	AFD       	   20	 18.10	-12.60	2.540E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 1	 150.00	      13.800	NRM      	      	AFD       	   20	 17.40	-12.60	1.415E+01	          	           	           	           	  1848	
155	 940	A	  3	H	 2	   0.00	      13.800	NRM      	      	AFD       	    0	 24.60	 39.50	4.579E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	   0.00	      13.800	NRM      	      	AFD       	   20	 10.50	-18.30	1.253E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	   5.00	      13.850	NRM      	      	AFD       	    0	 30.90	 38.60	8.727E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	   5.00	      13.850	NRM      	      	AFD       	   20	 11.50	-15.60	2.347E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  10.00	      13.900	NRM      	      	AFD       	    0	 30.70	 40.90	1.060E+02	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  10.00	      13.900	NRM      	      	AFD       	   20	 10.40	-15.70	2.705E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  15.00	      13.950	NRM      	      	AFD       	    0	 27.50	 44.70	1.060E+02	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  15.00	      13.950	NRM      	      	AFD       	   20	 10.30	-16.70	2.670E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  20.00	      14.000	NRM      	      	AFD       	    0	 29.40	 47.70	1.068E+02	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  20.00	      14.000	NRM      	      	AFD       	   20	 11.60	-16.20	2.792E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  25.00	      14.050	NRM      	      	AFD       	    0	 30.50	 49.70	1.049E+02	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  25.00	      14.050	NRM      	      	AFD       	   20	 10.70	-14.50	3.051E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  30.00	      14.100	NRM      	      	AFD       	    0	 31.00	 50.10	9.200E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  30.00	      14.100	NRM      	      	AFD       	   20	  9.30	-14.10	2.959E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  35.00	      14.150	NRM      	      	AFD       	    0	 28.20	 47.10	8.585E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  35.00	      14.150	NRM      	      	AFD       	   20	 10.90	-13.30	2.872E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  40.00	      14.200	NRM      	      	AFD       	    0	 31.90	 45.40	8.815E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  40.00	      14.200	NRM      	      	AFD       	   20	 12.10	-14.30	2.385E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  45.00	      14.250	NRM      	      	AFD       	    0	 34.00	 48.10	8.953E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  45.00	      14.250	NRM      	      	AFD       	   20	 11.40	-13.40	1.868E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  50.00	      14.300	NRM      	      	AFD       	    0	 35.30	 50.90	7.929E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  50.00	      14.300	NRM      	      	AFD       	   20	  9.30	-12.60	1.264E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  55.00	      14.350	NRM      	      	AFD       	    0	 35.90	 53.00	7.095E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  55.00	      14.350	NRM      	      	AFD       	   20	  5.50	 -8.30	9.932E+00	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  60.00	      14.400	NRM      	      	AFD       	    0	 34.60	 50.50	7.021E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  60.00	      14.400	NRM      	      	AFD       	   20	  3.20	 -6.70	8.626E+00	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  65.00	      14.450	NRM      	      	AFD       	    0	 33.90	 50.00	7.514E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  65.00	      14.450	NRM      	      	AFD       	   20	  6.50	 -7.70	8.483E+00	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  70.00	      14.500	NRM      	      	AFD       	    0	 34.10	 48.00	8.342E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  70.00	      14.500	NRM      	      	AFD       	   20	  5.40	-10.30	9.601E+00	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  75.00	      14.550	NRM      	      	AFD       	    0	 35.00	 48.90	9.253E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  75.00	      14.550	NRM      	      	AFD       	   20	  6.60	-14.00	1.258E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  80.00	      14.600	NRM      	      	AFD       	    0	 34.90	 49.00	9.482E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  80.00	      14.600	NRM      	      	AFD       	   20	 10.10	-16.70	1.945E+01	          	           	           	           	  1850	
155	 940	A	  3	H	 2	  85.00	      14.650	NRM      	      	AFD       	    0	 35.40	 49.70	9.078E+01	          	           	           	           	  1849	
155	 940	A	  3	H	 2	  85.00	      14.650	NRM      	      	AFD       	   20	  8.70	-16.60	2.622E+01	          	           	           	           	  1850	
